"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Immigration",0,1,51,1,5,"republican","control",1.0914245006495
"Climate_Change",1,1,71,0,1,"democrat","control",0.974098047865744
"Abortion",1,1,31,0,1,"democrat","control",1.00358918913639
"Iran_Agreement",1,1,82,1,4,"republican","control",1.0029098647797
"School_Guns",1,0,64,0,1,"democrat","control",1.03249239532787
"School_Guns",0,0,26,0,3,"democrat","libtrump",1.04960002862846
"Abortion",1,1,63,0,1,"democrat","control",1.01102361363759
"Iran_Agreement",1,1,60,0,3,"independent","libtrump",1.05980174840222
"Guns_Background",1,1,53,0,3,"democrat","libtrump",0.973916399601528
"Immigration",0,1,58,1,4,"independent","libtrump",0.969235013545129
"Abortion",1,1,57,1,5,"republican","control",0.956403332563404
"Guns_Background",1,1,83,1,1,"democrat","libtrump",1.00002949677495
"Iran_Agreement",NA,1,24,0,NA,"independent","control",1.10590454896345
"School_Guns",1,1,25,1,1,"democrat","libtrump",1.05008223189839
"Minimum_Wage",0,1,33,0,1,"democrat","libtrump",0.955359656686889
"Iran_Agreement",NA,1,56,0,4,"republican","control",0.940882619387043
"Minimum_Wage",1,1,37,NA,5,"democrat","control",0.944489358742849
"Abortion",1,1,67,0,NA,"independent","control",1.06869092120822
"Planned_Parenthood",1,1,20,0,5,"republican","libtrump",0.903253639722729
"Planned_Parenthood",0,1,23,0,5,"republican","control",1.03467541984299
"Guns_Background",1,1,27,0,4,"democrat","libtrump",1.03926466916364
"Climate_Change",1,1,64,0,5,"republican","libtrump",1.02010189109746
"Planned_Parenthood",NA,1,26,0,2,"democrat","control",1.02160922323553
"Planned_Parenthood",0,1,72,0,5,"republican","control",0.875144294120343
"Immigration",0,1,74,0,5,"republican","libtrump",1.0192570980935
"School_Guns",1,1,85,0,5,"republican","control",0.965430277670585
"Tax_Increase",0,1,73,NA,5,"republican","control",1.00690182893116
"Abortion",1,0,35,0,1,"democrat","control",0.972361026070877
"Climate_Change",1,1,62,0,1,"democrat","libtrump",0.943296022066289
"Tax_Increase",1,1,42,1,1,"democrat","control",1.06777898158998
"Climate_Change",1,1,48,0,1,"republican","control",1.00923731519082
"Iran_Agreement",0,1,52,0,4,"independent","libtrump",0.963534009566801
"Climate_Change",1,1,52,0,1,"democrat","control",1.00048209740694
"Tax_Increase",1,0,46,NA,1,"democrat","control",0.984705020598054
"Planned_Parenthood",NA,0,25,0,4,"democrat","control",0.960454142815624
"Abortion",1,1,32,0,1,"democrat","control",0.960335497962144
"Tax_Increase",0,0,58,1,5,"republican","control",1.03630098989417
"Minimum_Wage",1,1,36,NA,4,"republican","control",0.993456343865604
"Planned_Parenthood",1,1,26,0,1,"democrat","libtrump",1.09949058295531
"Climate_Change",NA,0,56,0,5,"independent","libtrump",1.02174628350865
"Abortion",0,0,70,0,5,"independent","control",0.9860862311292
"Iran_Agreement",NA,1,21,NA,2,"republican","libtrump",0.973927058587506
"Guns_Background",1,1,21,NA,1,"democrat","libtrump",0.966360090715006
"Abortion",1,0,59,1,1,"democrat","control",0.979927692862739
"Abortion",1,1,68,0,5,"democrat","control",1.10005100698891
"Planned_Parenthood",1,1,59,0,1,"democrat","control",0.986782280531372
"Guns_Background",1,1,35,0,4,"republican","libtrump",0.986201311120926
"Health_Care",1,1,76,0,5,"republican","libtrump",1.07196759476759
"School_Guns",1,1,50,1,4,"independent","control",1.01460068310654
"Minimum_Wage",NA,0,20,0,1,"independent","control",1.03534889185162
"Iran_Agreement",NA,1,22,0,2,"independent","libtrump",0.964545262100531
"School_Guns",0,1,60,0,3,"independent","control",0.980445631139291
"School_Guns",1,1,42,0,1,"democrat","control",0.956542840757311
"School_Guns",0,1,32,0,5,"republican","libtrump",0.927550407709106
"Tax_Increase",1,1,50,1,4,"independent","control",0.950907052935192
"Minimum_Wage",1,1,24,1,3,"independent","libtrump",1.14271733724509
"School_Guns",1,0,60,0,1,"democrat","libtrump",0.972703403440781
"Abortion",1,1,38,0,5,"republican","libtrump",0.933242443175656
"Immigration",1,0,34,NA,1,"democrat","control",0.966142535879715
"Tax_Increase",1,1,59,0,3,"independent","libtrump",0.985657820299356
"Health_Care",0,1,59,0,4,"republican","control",1.01160089990755
"Tax_Increase",1,1,61,1,5,"republican","control",0.952987072928356
"Iran_Agreement",1,0,31,NA,1,"democrat","control",1.02220476910254
"Guns_Background",1,0,38,0,3,"republican","control",0.936124568970939
"Minimum_Wage",1,1,57,1,1,"democrat","control",1.07302685811989
"Guns_Background",1,1,36,0,NA,"republican","control",1.02733168980713
"Health_Care",1,1,50,1,3,"republican","control",0.961168332967931
"Iran_Agreement",0,1,64,0,5,"independent","control",0.949888036348546
"Tax_Increase",1,1,19,NA,NA,"republican","control",1.05687800833227
"Iran_Agreement",NA,0,22,0,4,"democrat","control",0.946861788814893
"Tax_Increase",1,1,62,1,1,"democrat","control",0.996042557357106
"Guns_Background",1,1,19,NA,2,"independent","control",0.9061273311966
"Minimum_Wage",1,1,61,0,4,"republican","control",0.965269907089621
"Immigration",1,1,68,0,1,"democrat","control",0.928703161481146
"Health_Care",1,1,24,0,5,"democrat","libtrump",0.970945950712922
"Planned_Parenthood",0,1,63,0,4,"republican","control",0.987954387109702
"Immigration",1,1,61,0,1,"democrat","control",0.963375954728236
"School_Guns",0,1,19,0,NA,"republican","control",0.979044081338329
"Iran_Agreement",1,0,79,0,1,"democrat","control",1.06200090257751
"Immigration",0,1,37,0,NA,"independent","libtrump",1.02967341380362
"Tax_Increase",NA,1,68,0,3,"independent","libtrump",1.04691573924498
"School_Guns",0,1,75,0,5,"republican","control",1.01747413077142
"Health_Care",1,1,58,1,5,"republican","libtrump",0.965289645951415
"Planned_Parenthood",1,1,59,0,3,"independent","libtrump",0.965231328447145
"Tax_Increase",1,1,64,0,5,"independent","control",0.982234380309682
"Abortion",1,1,60,0,1,"democrat","control",1.06724473968028
"Climate_Change",1,1,24,0,5,"republican","control",1.02872829527173
"Guns_Background",1,1,64,1,1,"democrat","control",1.00072856840422
"Climate_Change",1,0,28,0,1,"democrat","control",1.00396502598448
"Guns_Background",1,1,72,0,5,"republican","control",1.0399231376642
"Health_Care",1,1,49,0,1,"democrat","control",1.06746585119363
"Abortion",NA,0,27,NA,4,"independent","libtrump",0.934069038187924
"School_Guns",1,1,38,0,1,"independent","control",0.915289649915718
"Health_Care",1,1,39,NA,1,"democrat","control",0.911042075571636
"Abortion",0,0,34,0,5,"republican","control",1.00789397712823
"School_Guns",1,1,61,0,4,"republican","libtrump",0.964929507793337
"Abortion",0,1,31,0,3,"republican","control",0.89939186926395
"Tax_Increase",1,1,63,0,4,"republican","libtrump",0.922640086728898
"Minimum_Wage",1,1,51,0,4,"independent","control",1.02287299978406
"Tax_Increase",0,1,20,0,4,"republican","control",1.00693040161412
"Immigration",1,0,63,0,2,"democrat","libtrump",1.06496287583338
"Health_Care",1,1,19,0,NA,"republican","control",1.03014233055987
"Minimum_Wage",0,1,27,0,5,"independent","control",0.866622537093875
"Abortion",0,1,61,NA,5,"independent","libtrump",0.936179671818857
"Tax_Increase",1,1,50,1,3,"republican","control",1.10070111390603
"Health_Care",0,1,57,1,3,"republican","control",1.01727134189566
"Tax_Increase",0,1,51,1,5,"republican","control",1.01766662489513
"School_Guns",0,1,52,1,4,"independent","control",0.998738169519415
"Climate_Change",1,1,64,0,1,"democrat","control",0.985680589042581
"Immigration",0,1,23,0,5,"republican","control",0.988629415989897
"Guns_Background",1,0,49,1,4,"independent","control",1.07508367755696
"Abortion",1,1,64,0,1,"independent","libtrump",0.978847011768084
"Minimum_Wage",1,1,36,0,1,"democrat","control",1.04828688310663
"School_Guns",1,0,27,NA,NA,"democrat","control",1.04132393647308
"Abortion",1,1,61,NA,3,"independent","libtrump",1.07785342964288
"Immigration",0,0,30,0,5,"republican","control",1.05773532752409
"Tax_Increase",1,0,67,0,2,"democrat","control",0.998538562751234
"Climate_Change",1,0,19,0,3,"democrat","libtrump",0.99115628211649
"Minimum_Wage",1,1,42,0,4,"republican","libtrump",0.960054750652884
"Climate_Change",1,1,61,1,1,"democrat","control",1.03766680394652
"Health_Care",1,1,64,0,1,"independent","libtrump",1.01399735365957
"Planned_Parenthood",NA,0,39,0,NA,"independent","control",0.974190594607463
"Minimum_Wage",1,1,33,0,4,"republican","control",1.08244695154715
"School_Guns",1,1,21,1,1,"democrat","control",0.970421688979964
"Climate_Change",NA,0,51,0,1,"democrat","control",1.0377915079125
"Abortion",1,0,32,0,1,"democrat","control",0.96262044460285
"Climate_Change",1,0,34,0,1,"democrat","control",0.963114258095179
"Abortion",0,1,82,0,5,"republican","control",0.889278591277302
"Iran_Agreement",1,0,69,0,1,"democrat","control",0.989646707910358
"Immigration",NA,1,78,0,3,"independent","control",1.02874377071152
"Tax_Increase",1,0,64,1,5,"democrat","control",1.0878664091037
"Guns_Background",0,1,33,0,5,"independent","libtrump",0.987014461035884
"Guns_Background",1,0,37,0,1,"democrat","libtrump",0.912692205071872
"Minimum_Wage",0,1,27,0,5,"republican","control",1.11216011172928
"Planned_Parenthood",NA,1,68,0,3,"independent","libtrump",0.997731978413096
"Immigration",NA,0,24,0,1,"independent","control",1.01283730786949
"Minimum_Wage",0,1,38,0,5,"republican","control",1.05974605424919
"Guns_Background",0,1,21,NA,2,"republican","libtrump",0.997876402335883
"Immigration",0,1,27,0,2,"republican","control",0.998073975912841
"Immigration",1,1,72,0,1,"democrat","libtrump",0.890434857186817
"Health_Care",1,1,37,0,1,"independent","control",0.967211483395788
"Climate_Change",NA,1,77,0,4,"republican","libtrump",1.00980335863755
"Planned_Parenthood",0,1,75,0,5,"republican","control",0.921150614112424
"Immigration",0,1,52,0,1,"democrat","libtrump",1.01770765450939
"Planned_Parenthood",NA,0,33,0,NA,"independent","libtrump",1.00969208880649
"Iran_Agreement",0,1,22,1,1,"independent","control",1.04049083549807
"Tax_Increase",0,0,32,0,1,"democrat","control",1.03501924242232
"Iran_Agreement",NA,1,42,NA,1,"democrat","libtrump",0.930794921072528
"Immigration",NA,0,22,0,3,"republican","control",1.00164551508555
"Guns_Background",0,1,60,0,5,"independent","control",0.937797184822483
"Guns_Background",1,0,21,NA,4,"republican","libtrump",0.985112107673239
"Abortion",0,1,28,0,4,"republican","libtrump",0.992179232531407
"Abortion",1,1,59,1,5,"republican","libtrump",1.00133495172778
"Tax_Increase",1,0,22,0,1,"republican","control",0.975286450943359
"Immigration",1,1,21,NA,1,"democrat","libtrump",0.946529313878854
"Guns_Background",1,0,51,0,1,"democrat","control",0.955798489442028
"Immigration",0,1,42,0,4,"republican","control",1.03881447630271
"Guns_Background",1,0,67,0,1,"democrat","libtrump",1.08235812136884
"Abortion",1,1,26,0,1,"democrat","control",1.02347007918011
"Climate_Change",1,1,46,0,5,"republican","control",0.98642528494436
"Tax_Increase",1,0,25,0,4,"democrat","control",1.00539809650609
"Health_Care",0,1,48,1,4,"republican","control",1.02414231332225
"Minimum_Wage",1,1,52,0,4,"independent","libtrump",0.965441562091823
"Abortion",1,0,38,0,1,"democrat","control",0.960081732412395
"Immigration",0,1,58,0,5,"republican","libtrump",1.10197319565854
"Climate_Change",NA,0,71,0,4,"democrat","libtrump",0.977552609518056
"Immigration",0,1,22,0,3,"democrat","control",0.986553901715015
"Immigration",0,1,68,0,1,"democrat","control",0.990535612547292
"Guns_Background",1,1,35,0,1,"independent","control",1.0351603305193
"Immigration",0,1,43,0,NA,"republican","control",1.06331835534264
"Planned_Parenthood",0,1,64,0,5,"independent","control",0.987318061883378
"Iran_Agreement",0,1,69,NA,4,"republican","control",0.99794014887811
"Iran_Agreement",0,1,60,0,5,"republican","control",0.955829780989766
"School_Guns",NA,1,69,0,1,"independent","control",0.99298598287756
"Abortion",1,1,48,1,1,"democrat","control",1.03298581931561
"Planned_Parenthood",1,1,43,0,5,"independent","control",0.950076403105113
"Health_Care",1,0,47,1,1,"independent","control",0.963828186774721
"Health_Care",NA,1,56,0,3,"republican","libtrump",1.00037905576949
"Climate_Change",0,1,74,1,5,"independent","control",1.00567221597322
"Abortion",1,1,50,NA,1,"republican","control",0.958345777078398
"Climate_Change",NA,1,32,0,5,"independent","control",0.944408879794465
"Guns_Background",0,1,53,1,4,"republican","control",0.956130375864982
"Climate_Change",0,1,44,0,5,"republican","control",1.00407773210091
"Tax_Increase",1,1,24,0,5,"republican","control",1.053318557781
"Climate_Change",NA,1,68,0,3,"independent","libtrump",1.04577610372089
"Immigration",1,1,32,0,1,"democrat","libtrump",0.977360553543199
"Iran_Agreement",1,1,29,0,1,"democrat","control",0.976158898970447
"Climate_Change",1,1,60,1,1,"democrat","libtrump",0.972260563096027
"Iran_Agreement",NA,1,42,0,1,"democrat","control",1.07048470886402
"Climate_Change",0,0,43,0,4,"independent","control",0.912826023692204
"Tax_Increase",1,1,32,0,NA,"republican","control",0.990548458973416
"Minimum_Wage",1,1,55,0,4,"independent","libtrump",0.901400228057203
"Health_Care",1,0,60,0,1,"democrat","libtrump",1.01194766360968
"Abortion",NA,1,38,0,1,"independent","control",0.918110426566343
"Tax_Increase",1,0,43,0,2,"democrat","libtrump",0.965038435425627
"Guns_Background",1,1,46,0,1,"democrat","control",1.00157461050164
"Health_Care",1,1,26,1,1,"democrat","libtrump",0.92602969475982
"Climate_Change",1,0,40,0,4,"democrat","control",0.976833035250769
"Climate_Change",1,1,60,0,3,"independent","control",0.961211286897551
"Planned_Parenthood",0,0,31,0,5,"independent","control",0.975310549172529
"School_Guns",1,1,27,NA,1,"democrat","control",1.03662915158029
"Immigration",1,1,29,0,5,"republican","control",0.952297447946095
"Immigration",1,1,70,0,1,"independent","control",1.06771707420337
"Guns_Background",1,1,32,0,1,"independent","control",0.958999102517248
"Planned_Parenthood",1,0,43,0,2,"democrat","libtrump",1.01493349555537
"Minimum_Wage",1,1,70,1,1,"democrat","libtrump",0.899582475940774
"Guns_Background",1,0,22,0,4,"democrat","control",0.971797918278742
"Planned_Parenthood",0,0,20,0,1,"independent","control",0.924583045479189
"Tax_Increase",1,1,39,0,3,"republican","control",1.0107702810606
"Tax_Increase",NA,1,55,0,4,"independent","libtrump",0.986646719627098
"Tax_Increase",0,1,33,0,1,"independent","control",0.980567814755689
"School_Guns",NA,0,60,1,1,"democrat","control",1.002971677946
"Guns_Background",1,1,62,0,3,"republican","control",0.993065906211822
"Minimum_Wage",1,1,29,0,5,"republican","control",1.03302667350471
"Climate_Change",NA,1,37,NA,5,"democrat","control",0.958347251520254
"Tax_Increase",1,1,44,0,3,"independent","control",0.967748073210002
"Iran_Agreement",0,1,52,1,4,"independent","control",0.946125521262616
"Planned_Parenthood",1,1,32,0,5,"republican","libtrump",0.969512228834906
"Abortion",1,1,33,0,4,"republican","libtrump",0.929743567916037
"Minimum_Wage",1,1,34,0,4,"democrat","libtrump",0.907769521656383
"Health_Care",1,1,70,1,1,"democrat","libtrump",0.972867629894291
"Health_Care",0,1,72,0,5,"republican","control",1.01563856240193
"Immigration",NA,1,29,1,1,"democrat","control",0.935355805558903
"Guns_Background",1,0,64,0,1,"democrat","control",0.963259686935092
"Tax_Increase",1,0,30,0,1,"independent","control",1.02133641100768
"School_Guns",0,0,77,0,5,"republican","control",1.06450635137652
"Tax_Increase",1,1,55,0,1,"democrat","control",0.968908780994809
"Abortion",NA,1,69,NA,4,"republican","control",1.01690085347684
"Guns_Background",1,1,53,0,1,"democrat","control",1.07227638873945
"Planned_Parenthood",NA,1,60,0,2,"democrat","control",0.940973108026443
"Immigration",0,1,58,0,4,"republican","control",1.00149518898571
"Guns_Background",1,1,42,NA,1,"democrat","libtrump",1.11023859009626
"Health_Care",1,0,64,0,1,"democrat","control",1.07020220037525
"School_Guns",1,1,33,0,NA,"democrat","libtrump",1.12307137139225
"Iran_Agreement",NA,1,40,0,5,"republican","libtrump",1.00381388342786
"Abortion",0,1,19,NA,NA,"republican","control",0.952197261170858
"Tax_Increase",1,1,61,1,4,"republican","control",0.971718901910635
"Guns_Background",1,1,57,0,4,"democrat","control",1.01546295497852
"Health_Care",1,1,63,0,1,"independent","control",0.990339502855989
"Tax_Increase",1,0,37,0,1,"democrat","libtrump",0.997963102696648
"Minimum_Wage",1,0,77,0,4,"republican","libtrump",0.964424628771084
"Guns_Background",1,0,68,0,1,"democrat","control",0.964682157077791
"Immigration",1,1,27,0,4,"democrat","libtrump",1.01347572650261
"Guns_Background",1,1,47,1,1,"independent","libtrump",1.05568260954409
"Immigration",0,1,59,1,5,"republican","control",0.989088534125996
"Immigration",NA,1,27,0,2,"republican","control",0.887762216554748
"Planned_Parenthood",1,1,52,0,1,"democrat","libtrump",1.12129160133243
"Guns_Background",0,1,58,1,4,"independent","libtrump",0.989502881590452
"School_Guns",1,1,74,NA,1,"democrat","control",0.96578240638896
"Minimum_Wage",0,1,64,1,3,"independent","libtrump",0.964140797081757
"Iran_Agreement",NA,1,41,0,4,"republican","control",0.971406657403258
"Minimum_Wage",1,1,48,1,1,"democrat","control",1.00829359834739
"Immigration",NA,1,37,NA,4,"republican","libtrump",1.05430420470459
"Climate_Change",1,1,39,0,1,"democrat","control",0.972240519541455
"Abortion",NA,1,59,0,3,"independent","libtrump",0.969111834196654
"Abortion",1,1,57,0,1,"democrat","control",0.955757314173465
"Minimum_Wage",1,0,32,0,1,"democrat","control",0.986747414306399
"Abortion",1,1,33,0,4,"independent","libtrump",1.00145392511937
"Climate_Change",1,1,53,0,3,"democrat","libtrump",1.05891409812194
"Guns_Background",1,0,57,0,1,"democrat","libtrump",1.03629937675793
"Abortion",NA,1,57,0,5,"independent","control",0.959198239165067
"Health_Care",1,0,61,NA,2,"democrat","libtrump",0.999587650981889
"Minimum_Wage",1,1,77,0,4,"republican","libtrump",1.00563155260043
"Immigration",0,1,64,0,4,"republican","libtrump",0.973614097691877
"School_Guns",1,0,30,0,5,"democrat","control",0.922167709100886
"Immigration",1,1,58,NA,1,"independent","libtrump",0.986819324397395
"Iran_Agreement",NA,1,32,0,5,"independent","control",0.909368011651019
"Tax_Increase",1,0,34,NA,4,"independent","control",1.03778066467274
"Health_Care",1,1,33,0,4,"democrat","control",1.03120387392654
"Health_Care",1,0,67,0,1,"democrat","control",0.996678669976235
"Immigration",0,1,61,NA,4,"independent","control",0.97693245077737
"Iran_Agreement",0,0,31,0,5,"independent","control",0.982991819778019
"Immigration",0,1,71,0,2,"democrat","libtrump",0.915386341429744
"Climate_Change",NA,1,23,NA,3,"independent","libtrump",1.02102364970798
"Climate_Change",1,1,57,0,1,"democrat","control",1.01833445038918
"School_Guns",1,0,22,0,1,"democrat","control",1.04965159735179
"Abortion",NA,0,24,0,1,"independent","control",1.0286984534109
"Minimum_Wage",1,1,58,1,4,"republican","libtrump",0.963840501493453
"Abortion",1,1,36,0,1,"democrat","control",1.07183405353857
"Immigration",1,1,32,0,NA,"republican","control",0.964574802567247
"Tax_Increase",0,1,74,0,5,"republican","control",1.03997527272203
"Immigration",1,0,64,0,1,"democrat","control",1.01591069798484
"Guns_Background",1,0,30,0,5,"republican","control",1.02869249357481
"Abortion",NA,1,27,NA,NA,"independent","control",1.01395932237158
"Minimum_Wage",0,0,70,0,5,"independent","control",0.997328786994969
"Planned_Parenthood",0,1,40,NA,1,"democrat","control",1.0114450925076
"School_Guns",1,0,58,1,3,"democrat","control",0.932860727491284
"Abortion",1,1,68,0,1,"democrat","control",1.00283364117181
"Minimum_Wage",0,1,60,1,5,"republican","libtrump",0.986641373433153
"Tax_Increase",1,0,58,NA,1,"independent","control",0.973942435244112
"Guns_Background",1,1,48,0,1,"republican","control",1.00915060730353
"Climate_Change",0,1,51,0,2,"democrat","control",1.00170872173638
"School_Guns",1,1,29,1,1,"democrat","control",1.01975146165703
"School_Guns",0,0,42,0,1,"democrat","libtrump",0.996696122744981
"Climate_Change",1,1,59,NA,1,"democrat","control",0.934323403547245
"Abortion",1,1,70,1,1,"democrat","libtrump",0.920637662522877
"Iran_Agreement",0,1,37,NA,3,"independent","control",0.895007877107574
"Tax_Increase",1,1,36,1,1,"democrat","control",0.951663970939382
"Immigration",NA,1,31,0,2,"republican","control",1.03606047136014
"Abortion",NA,1,70,0,4,"republican","libtrump",1.0261392399162
"Minimum_Wage",1,0,35,NA,1,"democrat","libtrump",0.983639889947498
"Abortion",NA,1,69,0,5,"republican","control",1.0765224875169
"Immigration",0,1,40,0,5,"republican","libtrump",1.01651958252904
"Immigration",NA,1,31,1,5,"republican","control",0.961559769638268
"School_Guns",0,1,28,0,1,"democrat","control",0.937112765458331
"Abortion",0,1,20,1,4,"republican","control",1.04051927061254
"Abortion",1,1,35,1,1,"democrat","control",0.966830002779744
"Minimum_Wage",0,1,42,0,2,"independent","libtrump",0.962369806623919
"Abortion",1,1,42,NA,1,"democrat","libtrump",1.02373115348216
"School_Guns",0,0,39,NA,5,"republican","libtrump",0.989124177624301
"School_Guns",NA,0,32,0,NA,"independent","control",1.00154871372022
"Guns_Background",1,1,35,NA,1,"democrat","control",0.989472029007419
"Minimum_Wage",1,0,25,0,1,"democrat","control",1.03855100887368
"Minimum_Wage",1,1,63,0,1,"democrat","control",0.955961152937704
"School_Guns",1,0,64,1,5,"democrat","control",0.854183853130919
"Abortion",0,1,22,0,3,"democrat","control",0.974722658046436
"Minimum_Wage",1,0,59,1,1,"democrat","control",0.93688230445692
"Guns_Background",1,1,61,0,4,"republican","control",0.985603255761056
"Iran_Agreement",0,0,19,0,1,"independent","libtrump",1.01927634809015
"Immigration",0,1,46,NA,5,"independent","control",1.02578899766403
"Health_Care",1,1,39,0,2,"independent","control",0.989695242547551
"Health_Care",1,0,63,0,1,"democrat","libtrump",1.05835853789208
"Minimum_Wage",1,0,31,NA,1,"democrat","control",1.01323079597407
"Guns_Background",1,0,22,1,1,"democrat","control",0.991427914336713
"Planned_Parenthood",NA,1,34,0,1,"republican","control",1.12633814531063
"Guns_Background",0,0,62,0,5,"republican","control",0.955991811176838
"Abortion",NA,1,40,0,5,"republican","libtrump",0.95558527804545
"School_Guns",NA,0,37,0,1,"democrat","control",0.979055533095431
"Tax_Increase",1,1,64,0,5,"republican","control",0.921775065077722
"Planned_Parenthood",1,0,65,0,5,"republican","control",1.04319594297247
"Planned_Parenthood",1,1,38,0,5,"republican","libtrump",1.00205455091208
"Climate_Change",1,1,69,NA,4,"republican","control",1.03032825653414
"Climate_Change",NA,0,39,0,NA,"independent","control",0.944684708884683
"Tax_Increase",1,1,35,0,4,"republican","libtrump",0.994284506475017
"Health_Care",0,1,59,0,4,"independent","libtrump",0.972065098103849
"Health_Care",0,1,51,1,4,"republican","libtrump",1.07858362499403
"Immigration",1,0,30,0,1,"independent","control",1.01723802483606
"Climate_Change",0,0,77,0,5,"republican","control",0.936213094234161
"Guns_Background",1,1,77,0,4,"republican","libtrump",0.993157190159406
"Iran_Agreement",1,1,28,0,1,"democrat","control",1.05234117119547
"Guns_Background",1,1,69,0,1,"independent","control",0.994070242570373
"Iran_Agreement",NA,1,53,0,5,"republican","control",1.00279974199661
"Abortion",1,1,26,0,3,"republican","libtrump",0.974513712214318
"Health_Care",NA,1,32,0,5,"independent","control",0.957983654439184
"Health_Care",NA,0,20,0,1,"independent","control",0.946817462029608
"Immigration",NA,0,34,NA,4,"independent","control",0.94270226151958
"Tax_Increase",NA,0,27,0,1,"independent","control",0.988733789496732
"Guns_Background",0,0,61,NA,3,"independent","control",0.974901882385474
"Planned_Parenthood",0,1,63,NA,5,"republican","libtrump",0.95070966761184
"Climate_Change",0,1,61,0,4,"republican","control",1.01390800270144
"Immigration",1,0,38,0,4,"democrat","control",0.974702365112172
"Planned_Parenthood",0,1,27,0,3,"republican","libtrump",0.948958768334188
"Guns_Background",1,1,24,0,1,"democrat","control",1.03129535794707
"Planned_Parenthood",1,0,29,0,2,"democrat","control",0.991526481090808
"Immigration",0,1,75,0,5,"republican","control",0.987140083861702
"Minimum_Wage",1,1,27,1,4,"democrat","control",0.957930431384476
"Planned_Parenthood",1,1,33,0,1,"democrat","control",0.901078977493222
"Health_Care",1,0,28,0,4,"democrat","control",0.981736198888255
"Health_Care",1,1,85,0,5,"republican","control",0.94545145740656
"Guns_Background",1,1,59,1,1,"democrat","libtrump",1.02092628701316
"Guns_Background",1,1,68,0,3,"independent","libtrump",0.993249729359671
"Planned_Parenthood",0,1,20,0,4,"republican","control",1.05170663166695
"Health_Care",1,1,42,1,2,"democrat","control",0.992306104556455
"School_Guns",1,0,25,0,1,"democrat","control",0.97388782081224
"Health_Care",1,1,60,0,3,"independent","libtrump",1.04316300552153
"Planned_Parenthood",0,1,71,NA,5,"independent","control",0.966555055386713
"Minimum_Wage",1,1,27,0,4,"independent","control",0.965454599809898
"Abortion",0,1,33,1,5,"republican","libtrump",1.03039593211488
"Climate_Change",NA,1,30,0,5,"republican","control",1.01983425247348
"Immigration",0,1,60,0,5,"republican","libtrump",1.00322180145526
"Abortion",1,1,47,0,3,"democrat","libtrump",1.00022792600536
"Tax_Increase",1,0,66,0,1,"democrat","control",0.99241992767724
"Immigration",1,1,28,0,1,"independent","control",1.03560121287244
"Climate_Change",1,1,21,0,1,"democrat","control",0.977452083723507
"Abortion",1,0,25,1,1,"democrat","control",0.954747763619998
"Guns_Background",0,1,33,0,1,"democrat","control",1.00736028284514
"Tax_Increase",0,1,61,NA,4,"republican","control",1.04215972431202
"Minimum_Wage",1,0,33,0,3,"democrat","control",1.02032356084733
"Abortion",1,1,38,1,1,"democrat","control",1.03874857745681
"Climate_Change",NA,1,60,0,2,"independent","control",1.01312727398464
"Immigration",1,1,25,0,3,"republican","control",1.00790364845605
"Planned_Parenthood",0,0,69,NA,5,"republican","control",0.910986834738933
"Climate_Change",1,1,81,NA,4,"republican","libtrump",1.00672286811608
"Planned_Parenthood",1,1,55,0,NA,"democrat","control",1.04121745363793
"School_Guns",NA,1,22,0,2,"independent","libtrump",0.994913595822576
"Immigration",1,1,39,NA,1,"democrat","control",1.08510722822246
"Health_Care",1,1,68,0,1,"democrat","control",0.977131705482128
"School_Guns",0,1,48,1,4,"republican","control",0.959166630827929
"Guns_Background",1,1,70,1,4,"republican","control",0.968678735904854
"Guns_Background",1,0,63,0,1,"democrat","libtrump",0.982858293707506
"School_Guns",0,1,19,NA,NA,"republican","control",1.0563441370808
"Tax_Increase",NA,1,32,0,5,"independent","control",1.0121610986443
"Tax_Increase",NA,1,38,NA,1,"republican","control",1.06395438730617
"Climate_Change",1,1,60,NA,1,"independent","control",0.915616750929554
"Tax_Increase",NA,0,59,NA,4,"independent","control",0.999549739568593
"Planned_Parenthood",1,1,37,1,1,"democrat","control",0.983909037775523
"Health_Care",0,1,56,0,4,"republican","control",1.03303311815925
"Guns_Background",0,1,42,0,2,"independent","control",0.975723192815874
"School_Guns",0,1,57,NA,3,"republican","control",1.04425376687818
"School_Guns",1,1,26,0,1,"democrat","libtrump",1.0249763285478
"Immigration",1,1,27,0,3,"republican","libtrump",0.971530191063131
"School_Guns",1,1,52,0,1,"democrat","control",0.971230381663302
"Immigration",0,0,28,0,4,"democrat","control",1.08338414028321
"Climate_Change",0,1,74,0,5,"republican","control",0.990199052470797
"Health_Care",0,0,31,0,1,"independent","control",1.05059691672415
"Minimum_Wage",1,1,38,1,1,"democrat","control",1.05756497197847
"Minimum_Wage",1,1,34,0,5,"independent","control",1.00495963807389
"School_Guns",0,0,64,0,1,"democrat","control",0.989806159461867
"Health_Care",0,1,69,NA,4,"republican","control",0.975460802714916
"Iran_Agreement",NA,1,37,0,5,"republican","control",1.03853533484838
"Climate_Change",1,0,25,1,1,"democrat","control",0.980934115536835
"Tax_Increase",0,1,59,1,5,"republican","control",0.976776116335056
"Iran_Agreement",1,1,55,NA,5,"republican","libtrump",1.02092862792032
"Climate_Change",1,1,56,0,1,"democrat","control",1.10074159675429
"Immigration",NA,1,68,0,2,"republican","control",0.935843116079661
